상호,시도,시군구,소재지,전산보고여부
HD현대오일뱅크(주)직영 영신주유소,서울특별시,도봉구,서울특별시 도봉구 방학로151 (방학동) ,Y
HD현대오일뱅크(주)직영 영원현대주유소,경기도,평택시,경기도 평택시 발안로1102 (서탄면) ,Y
HD현대오일뱅크(주)직영 영종셀프주유소,인천광역시,중구,인천광역시 중구 자연대로55 (중산동) ,Y
HD현대오일뱅크(주)직영 영진주유소,경기도,광명시,경기도 광명시 범안로984 (하안동) ,Y
HD현대오일뱅크(주)직영 오산세교셀프주유소,경기도,오산시,경기도 오산시 경기대로876 (세교동) ,Y
HD현대오일뱅크(주)직영 오창산단셀프주유소,충청북도,청주시,충청북도 청주시 청원구 중부로1005 (오창읍) ,Y
HD현대오일뱅크(주)직영 올림픽셀프주유소,서울특별시,송파구,서울특별시 송파구 위례성대로188 (오금동) ,Y
HD현대오일뱅크(주)직영 운정셀프주유소,경기도,파주시,경기도 파주시 미래로374 (야당동) ,Y
HD현대오일뱅크(주)직영 운정호수셀프주유소,경기도,파주시, 경기도 파주시 동서대로 532,Y
HD현대오일뱅크(주)직영 울산대교셀프주유소,울산광역시,동구,울산광역시 동구 봉수로221 (화정동) ,Y
HD현대오일뱅크(주)직영 울산셀프주유소,울산광역시,동구,울산광역시 동구 방어진순환도로1025 (서부동) ,Y
HD현대오일뱅크(주)직영 위도현대주유소,강원특별자치도,춘천시,강원특별자치도 춘천시 영서로2905 (사농동) ,Y
HD현대오일뱅크(주)직영 유진주유소,서울특별시,강남구,서울특별시 강남구 논현로152 (도곡동) ,Y
HD현대오일뱅크(주)직영 유통단지주유소,대구광역시,북구,대구광역시 북구 검단로93 (산격동) ,Y
HD현대오일뱅크(주)직영 유화셀프주유소,인천광역시,계양구,인천광역시 계양구 아나지로240 (효성동) ,Y
HD현대오일뱅크(주)직영 율촌산단주유소,전라남도,순천시,전라남도 순천시 율촌산단4로93 (해룡면) ,Y
HD현대오일뱅크(주)직영 의왕셀프주유소,경기도,의왕시,경기도 의왕시 오봉로182 (이동) ,Y
HD현대오일뱅크(주)직영 이매동셀프주유소,경기도,성남시,경기도 성남시 분당구 성남대로772번길2 (이매동) ,Y
HD현대오일뱅크(주)직영 인제현대주유소,강원특별자치도,인제군,강원특별자치도 인제군 설악로2352 (인제읍) ,Y
HD현대오일뱅크(주)직영 인천대교주유소,인천광역시,연수구,인천광역시 연수구 아암대로815 (동춘동) ,Y
HD현대오일뱅크(주)직영 일등주유소,전북특별자치도,고창군,전북특별자치도 고창군 고인돌대로1554 (고창읍) ,Y
HD현대오일뱅크(주)직영 일산가좌셀프주유소,경기도,고양시,경기도 고양시 일산서구 동서대로352 (가좌동) ,Y
HD현대오일뱅크(주)직영 잠실셀프주유소,서울특별시,송파구,서울특별시 송파구 송파대로397 (석촌동) ,Y
HD현대오일뱅크(주)직영 잠홍셀프주유소,충청남도,서산시,충청남도 서산시 서해로3602 (잠홍동) ,Y
HD현대오일뱅크(주)직영 장량셀프주유소,경상북도,포항시,경상북도 포항시 북구 새천년대로1242-20 (장성동) ,Y
HD현대오일뱅크(주)직영 장미셀프주유소,강원특별자치도,춘천시,강원특별자치도 춘천시 영서로2241 (퇴계동) ,Y
HD현대오일뱅크(주)직영 장산I.C.주유소,부산광역시,해운대구,부산광역시 해운대구 양운로107 (좌동) ,Y
HD현대오일뱅크(주)직영 장원주유소,서울특별시,중구,서울특별시 중구 동호로203 (신당동) ,Y
HD현대오일뱅크(주)직영 장항IC셀프주유소,경기도,고양시,경기도 고양시 일산동구 백마로56 (장항동) ,Y
HD현대오일뱅크(주)직영 장호셀프주유소,서울특별시,광진구,서울특별시 광진구 자양로37 (자양동) ,Y
HD현대오일뱅크(주)직영 종합운동장셀프주유소,충청남도,천안시,충청남도 천안시 서북구 백석로42 (백석동) ,Y
HD현대오일뱅크(주)직영 중곡현대주유소,서울특별시,광진구,서울특별시 광진구 동일로435 (중곡동) ,Y
HD현대오일뱅크(주)직영 지알씨주유소,경기도,성남시,경기도 성남시 분당구 성남대로407번길13 (정자동) ,Y
HD현대오일뱅크(주)직영 직영 청주역주유소,충청북도,청주시,충청북도 청주시 흥덕구 청주역로353 (정봉동) ,Y
HD현대오일뱅크(주)직영 직지셀프주유소,충청북도,청주시,충청북도 청주시 흥덕구 직지대로677 (봉명동) ,Y
HD현대오일뱅크(주)직영 진주셀프주유소,경상남도,진주시,경상남도 진주시 진양호로230 (평거동) ,Y
HD현대오일뱅크(주)직영 천안푸른주유소,충청남도,천안시,충청남도 천안시 동남구 서부대로553-6 (봉명동) ,Y
HD현대오일뱅크(주)직영 천안현대셀프주유소,충청남도,천안시,충청남도 천안시 서북구 삼성대로346 (두정동) ,Y
HD현대오일뱅크(주)직영 천지주유소,전라남도,해남군,전라남도 해남군 해남화산로139 (해남읍) ,Y
HD현대오일뱅크(주)직영 천천현대셀프주유소,경기도,수원시,경기도 수원시 장안구 덕영대로557 (천천동) ,Y
HD현대오일뱅크(주)직영 청명현대self주유소,경기도,용인시,경기도 용인시 기흥구 청명산로1 (하갈동) ,Y
HD현대오일뱅크(주)직영 청사셀프주유소,세종특별자치시,세종시,세종특별자치시 다솜로38 (어진동) ,Y
HD현대오일뱅크(주)직영 청주현대주유소,충청북도,청주시,충청북도 청주시 흥덕구 가로수로1174 (강서동) ,Y
HD현대오일뱅크(주)직영 춘천셀프주유소,강원특별자치도,춘천시,강원특별자치도 춘천시 춘천로412 (후평동) ,Y
HD현대오일뱅크(주)직영 춘천제일주유소,강원특별자치도,춘천시,강원특별자치도 춘천시 영서로1923 (석사동) ,Y
HD현대오일뱅크(주)직영 충무주유소,대전광역시,중구,대전광역시 중구 충무로141 (부사동) ,Y
HD현대오일뱅크(주)직영 충원대로주유소,충청북도,충주시,충청북도 충주시 충원대로1020 (목행동) ,Y
HD현대오일뱅크(주)직영 칠곡주유소,대구광역시,북구,대구광역시 북구 칠곡중앙대로482 (읍내동) ,Y
HD현대오일뱅크(주)직영 탑골주유소,경기도,여주시,경기도 여주시 여주남로158 (연라동) ,Y
HD현대오일뱅크(주)직영 태안현대주유소,경기도,화성시,경기도 화성시 효행로568 (안녕동) ,Y
HD현대오일뱅크(주)직영 태평양주유소,전북특별자치도,전주시,전북특별자치도 전주시 덕진구 전진로54 (산정동) ,Y
HD현대오일뱅크(주)직영 토평1호셀프주유소,경기도,구리시,경기도 구리시 벌말로136 (토평동) ,Y
HD현대오일뱅크(주)직영 통영주유소,경상남도,통영시,경상남도 통영시 안개로22 (무전동) ,Y
HD현대오일뱅크(주)직영 판교현대셀프주유소,경기도,의왕시,경기도 의왕시 안양판교로448 (청계동) ,Y
HD현대오일뱅크(주)직영 팔레스주유소,서울특별시,서초구,서울특별시 서초구 사평대로136 (반포동) ,Y
HD현대오일뱅크(주)직영 평원현대주유소,강원특별자치도,원주시,강원특별자치도 원주시 천사로235 (평원동) ,Y
HD현대오일뱅크(주)직영 포항현대주유소,경상북도,포항시,경상북도 포항시 남구 철강로158 (대송면) ,Y
HD현대오일뱅크(주)직영 프라자주유소,강원특별자치도,속초시,강원특별자치도 속초시 관광로486 (노학동) ,Y
HD현대오일뱅크(주)직영 프리미엄셀프주유소,경기도,화성시,경기도 화성시 삼성1로231 (석우동) ,Y
HD현대오일뱅크(주)직영 하남제일주유소,광주광역시,광산구,광주광역시 광산구 사암로754 (도천동) ,Y
HD현대오일뱅크(주)직영 하이웨이셀프주유소,경상북도,구미시,경상북도 구미시 낙동강변로29 (오태동) ,Y
HD현대오일뱅크(주)직영 학운IC주유소,광주광역시,동구,광주광역시 동구 의재로111 (운림동) ,Y
HD현대오일뱅크(주)직영 학천주유소,충청북도,청주시,충청북도 청주시 청원구 중부로1265 (오창읍) ,Y
HD현대오일뱅크(주)직영 한강셀프주유소,서울특별시,용산구,서울특별시 용산구 원효로9 (청암동) ,Y
HD현대오일뱅크(주)직영 한남동주유소,서울특별시,용산구,서울특별시 용산구 한남대로204 (한남동) ,Y
HD현대오일뱅크(주)직영 한내천주유소,경기도,포천시,경기도 포천시 호국로1376 (어룡동) ,Y
HD현대오일뱅크(주)직영 한양현대주유소,경기도,안산시,경기도 안산시 단원구 화정천서로507 (선부동) ,Y
HD현대오일뱅크(주)직영 현동셀프주유소,경상남도,창원시,경상남도 창원시 마산합포구 현동1길1 (현동) ,Y
HD현대오일뱅크(주)직영 협신주유소,충청남도,천안시,충청남도 천안시 동남구 풍세로583 (신방동) ,Y
HD현대오일뱅크(주)직영 형제주유소,강원특별자치도,홍천군,강원특별자치도 홍천군 홍천로486 (홍천읍) ,Y
HD현대오일뱅크(주)직영 호남제일주유소,전라남도,목포시,전라남도 목포시 영산로848 (대양동) ,Y
HD현대오일뱅크(주)직영 호성주유소,전북특별자치도,전주시,전북특별자치도 전주시 덕진구 초포다리로91-1 (호성동1가) ,Y
HD현대오일뱅크(주)직영 호수공원셀프주유소,경기도,수원시,경기도 수원시 영통구 광교호수로124 (하동) ,Y
HD현대오일뱅크(주)직영 호평셀프주유소,경기도,남양주시,경기도 남양주시 늘을1로137 (호평동) ,Y
HD현대오일뱅크(주)직영 화성제일주유소,경기도,화성시,경기도 화성시 세자로31 (정남면) ,Y
HD현대오일뱅크(주)직영 화정셀프주유소,경기도,고양시,경기도 고양시 덕양구 화중로38 (화정동) ,Y
HD현대오일뱅크(주)직영 황금산주유소,충청남도,서산시,충청남도 서산시 독곶1로46 (대산읍) ,Y
HD현대오일뱅크(주)직영 효진주유소,서울특별시,성동구,서울특별시 성동구 동일로129 (성수동2가) ,Y
HD현대오일뱅크(주)직영 효행로셀프주유소,경기도,화성시,경기도 화성시 효행로767 (안녕동) ,Y
HD현대오일뱅크(주)직영 흑석동셀프주유소,서울특별시,동작구,서울특별시 동작구 현충로101 (흑석동) ,Y
HD현대오일뱅크(주)직영 희망등대주유소,전북특별자치도,군산시,전북특별자치도 군산시 번영로202 (조촌동) ,Y
HD현대오일뱅크(주)직영경산현대주유소,경상북도,경산시,경상북도 경산시 경안로63 (삼남동) ,Y
HD현대오일뱅크(주)팔당셀프주유소,경기도,남양주시,경기도 남양주시 경강로968 (와부읍) ,Y
HD현대오일뱅크(주)하이웨이주유소,인천광역시,중구,인천광역시 중구 축항대로216 (항동7가) ,Y
HD현대오일뱅크㈜직영 세종관문셀프주유소,대전광역시,유성구,대전광역시 유성구 북유성대로288 (하기동) ,Y
IN-N-OUT주유소,경기도,광명시,경기도 광명시 안양천로463 (철산동) ,Y
KH에너지(주) J주유소,충청북도,청주시,충청북도 청주시 흥덕구 1순환로531 (봉명동) ,Y
KH에너지(주) 직영 가나주유소,경기도,고양시,경기도 고양시 덕양구 호국로1941 (벽제동) ,Y
KH에너지(주) 직영 미산주유소,경기도,시흥시,경기도 시흥시 시흥대로944 (미산동) ,Y
KH에너지(주) 직영 양주주유소,경기도,양주시,경기도 양주시 수도권제1순환고속도로58 (장흥면) ,Y
KH에너지(주) 직영 평촌주유소,경기도,안양시,경기도 안양시 동안구 평촌대로99 (호계동) ,Y
KH에너지(주)장안휴게소주유소(부산울산고속도로 부산방면),부산광역시,기장군,부산광역시 기장군 동해고속도로25 (장안읍) ,Y
KH에너지(주)장안휴게소주유소(부산울산고속도로 울산방면),부산광역시,기장군,부산광역시 기장군 동해고속도로26 (장안읍) ,Y
KH에너지(주)직영 KH기쁨주유소,경기도,고양시,경기도 고양시 일산동구 고양대로1064 (식사동) ,Y
KH에너지(주)직영 KH덕우주유소,경기도,화성시,경기도 화성시 포승향남로2298 (팔탄면) ,Y
KH에너지(주)직영 KH여의도주유소,서울특별시,영등포구,서울특별시 영등포구 국회대로794 (여의도동) ,Y
KH에너지(주)직영 KH외발산주유소,서울특별시,강서구,서울특별시 강서구 방화대로30 (외발산동) ,Y
KH에너지(주)직영 KH테크노주유소,경기도,부천시,경기도 부천시 석천로398번길57 (삼정동) ,Y
KH에너지(주)직영 가양주유소,서울특별시,강서구,서울특별시 강서구 강서로498 (가양동) ,Y
KH에너지(주)직영 가평주유소(서울방향),경기도,가평군,경기도 가평군 미사리로544 (설악면) ,Y
KH에너지(주)직영 가평주유소(춘천방향),경기도,가평군,경기도 가평군 미사리로540번길51 (설악면) ,Y
KH에너지(주)직영 고촌주유소,경기도,김포시,경기도 김포시 김포대로336 (고촌읍) ,Y
KH에너지(주)직영 군위영천주유소(영천방향),대구광역시,군위군,대구광역시 군위군 치산효령로865-43 (산성면) ,Y
KH에너지(주)직영 덕소주유소,경기도,남양주시,경기도 남양주시 경강로881 (와부읍) ,Y
KH에너지(주)직영 둔산주유소,대전광역시,서구,대전광역시 서구 둔산로139 (둔산동) ,Y
KH에너지(주)직영 마장프리미엄주유소(통영방향),경기도,이천시,경기도 이천시 중부고속도로82 (마장면) ,Y
KH에너지(주)직영 마장프리미엄주유소(하남방향),경기도,이천시,경기도 이천시 중부고속도로82 (마장면) ,Y
KH에너지(주)직영 문광주유소,인천광역시,남동구,인천광역시 남동구 백범로423 (간석동) ,Y
KH에너지(주)직영 북항주유소,인천광역시,동구,인천광역시 동구 중봉대로91 (송현동) ,Y
KH에너지(주)직영 분당공원주유소,경기도,성남시,경기도 성남시 분당구 새마을로27 (서현동) ,Y
KH에너지(주)직영 삼국유사군위주유소(상주방향),대구광역시,군위군,대구광역시 군위군 치산효령로989-23 (부계면) ,Y
KH에너지(주)직영 성수만세주유소,서울특별시,성동구,서울특별시 성동구 왕십리로109 (성수동1가) ,Y
KH에너지(주)직영 수림공원주유소,인천광역시,남동구,인천광역시 남동구 주안로270 (간석동) ,Y
KH에너지(주)직영 아트샵가좌IC주유소,인천광역시,서구,인천광역시 서구 백범로708 (가좌동) ,Y
KH에너지(주)직영 애니골주유소,경기도,고양시,경기도 고양시 일산동구 무궁화로307 (풍동) ,Y
KH에너지(주)직영 에이원주유소,인천광역시,계양구,인천광역시 계양구 벌말로583 (하야동) ,Y
KH에너지(주)직영 오산주유소(과천방향),경기도,오산시,경기도 오산시 수도권제2순환고속도로13-1 (지곶동) ,Y
KH에너지(주)직영 오산주유소(동탄방향),경기도,오산시,경기도 오산시 수도권제2순환고속도로14-1 (지곶동) ,Y
KH에너지(주)직영 의왕주유소(서울방향),경기도,의왕시,경기도 의왕시 오전로24 (왕곡동) ,Y
KH에너지(주)직영 의왕주유소(의왕방향),경기도,의왕시,경기도 의왕시 오전로24 (왕곡동) ,Y
KH에너지(주)직영 의정부IC주유소,경기도,의정부시,경기도 의정부시 동일로141 (장암동) ,Y
KH에너지(주)직영 천운주유소,경기도,파주시,경기도 파주시 충현로8 (파주읍) ,Y
KH에너지(주)직영 청도1주유소,인천광역시,미추홀구,인천광역시 미추홀구 경원대로813-9 (주안동) ,Y
KH에너지(주)직영 초성주유소,경기도,연천군,경기도 연천군 평화로187 (청산면) ,Y
KH에너지(주)직영 태양주유소,대전광역시,동구,대전광역시 동구 한밭대로1258 (용전동) ,Y
KH에너지(주)직영 판교모드니주유소,경기도,성남시,경기도 성남시 분당구 동판교로42 (백현동) ,Y
KH에너지(주)직영 판교운중주유소,경기도,성남시,경기도 성남시 분당구 동판교로177 (삼평동) ,Y
KH에너지(주)직영 하이웨이주유소,대전광역시,유성구,대전광역시 유성구 현충원로531 (장대동) ,Y
KH영종대교주유소,인천광역시,서구,인천광역시 서구 정서진남로25 (청라동) ,Y
NH-OIL 토성농협주유소,강원특별자치도,고성군,강원특별자치도 고성군 동해대로5199 (토성면) ,Y
NH-OIL 하양농협주유소,경상북도,경산시,경상북도 경산시 금송로139 (하양읍) ,Y
NH농협주유소,경기도,고양시,경기도 고양시 일산서구 대화로362 (대화동) ,Y
OK주유소,충청북도,단양군,충청북도 단양군 단양로1864 (매포읍) ,Y
OK클린주유소,광주광역시,광산구,광주광역시 광산구 사암로136 (우산동) ,Y
SJ오일(주) 신대륙주유소,전북특별자치도,군산시,전북특별자치도 군산시 자유무역로4 (오식도동) ,Y
SK강진주유소,전라남도,강진군,전라남도 강진군 송계로28 (강진읍) ,Y
SK성원주유소,경기도,양평군,경기도 양평군 북한강로888 (서종면) ,Y
SK셀프남부주유소,전북특별자치도,남원시,전북특별자치도 남원시 요천로1325 (조산동) ,Y
SK속초주유소,강원특별자치도,속초시,강원특별자치도 속초시 동해대로3834 (대포동) ,Y
SK승리주유소,경기도,양평군,경기도 양평군 경강로1580 (양평읍) ,Y
SK시민주유소,광주광역시,광산구,광주광역시 광산구 고봉로249 (장수동) ,Y
SK에너지 직영 삼진주유소,부산광역시,북구,부산광역시 북구 의성로53번길5 (덕천동) ,Y
SK에너지(주) OK셀프주유소,전북특별자치도,전주시,전북특별자치도 전주시 덕진구 기지로221 (만성동) ,Y
SK에너지(주) 강일주유소,부산광역시,수영구,부산광역시 수영구 연수로411 (수영동) ,Y
SK에너지(주) 글로벌self주유소,충청남도,천안시,충청남도 천안시 서북구 동서대로27 (백석동) ,Y
SK에너지(주) 기린주유소,서울특별시,영등포구,서울특별시 영등포구 선유로270 (양평동4가) ,Y
SK에너지(주) 남항주유소,인천광역시,중구,인천광역시 중구 축항대로173 (항동7가) ,Y
SK에너지(주) 단대주유소,경기도,성남시,경기도 성남시 수정구 희망로530 (산성동) ,Y
SK에너지(주) 돌고래주유소,부산광역시,해운대구,부산광역시 해운대구 해운대로573번길16 (우동) ,Y
SK에너지(주) 동탄셀프주유소,경기도,화성시,경기도 화성시 여울로3길21 (능동) ,Y
SK에너지(주) 문흥셀프주유소,광주광역시,북구,광주광역시 북구 서하로286 (오치동) ,Y
SK에너지(주) 박미주유소,서울특별시,금천구,서울특별시 금천구 시흥대로39-7 (시흥동) ,Y
SK에너지(주) 백마주유소,경기도,고양시,경기도 고양시 일산동구 중앙로990 (백석동) ,Y
SK에너지(주) 보람주유소,광주광역시,북구,광주광역시 북구 용봉로24 (신안동) ,Y
SK에너지(주) 사천역사주유소,경상남도,사천시,경상남도 사천시 사천대로1846 (사천읍) ,Y
SK에너지(주) 삼산제일주유소,울산광역시,남구,울산광역시 남구 화합로228 (삼산동) ,Y
SK에너지(주) 삼성OK주유소,충청남도,천안시,충청남도 천안시 서북구 3공단5로78 (성성동) ,Y
SK에너지(주) 서곡주유소,전북특별자치도,전주시,전북특별자치도 전주시 완산구 온고을로186 (효자동3가) ,Y
SK에너지(주) 서동탄셀프주유소,경기도,오산시,경기도 오산시 문시로127 (외삼미동) ,Y
SK에너지(주) 성수주유소,서울특별시,성동구,서울특별시 성동구 뚝섬로352 (성수동1가) ,Y
SK에너지(주) 솔빛나루주유소,경기도,화성시,경기도 화성시 10용사로650 (반송동) ,Y
SK에너지(주) 스카이파크주유소,인천광역시,중구,인천광역시 중구 영종대로312 (운남동) ,Y
SK에너지(주) 스타팅광동주유소,경기도,성남시,경기도 성남시 분당구 대왕판교로644번길43 (삼평동) ,Y
SK에너지(주) 시화산업주유소,경기도,시흥시,경기도 시흥시 공단1대로195 (정왕동) ,Y
SK에너지(주) 시흥2공단주유소,경기도,시흥시,경기도 시흥시 경제로117 (정왕동) ,Y
SK에너지(주) 신길동주유소,서울특별시,영등포구,서울특별시 영등포구 영등포로348 (신길동) ,Y
SK에너지(주) 신도시주유소,전라남도,목포시,전라남도 목포시 백년대로281 (상동) ,Y
SK에너지(주) 엔크린주유소,경기도,의정부시,경기도 의정부시 경의로20 (의정부동) ,Y
SK에너지(주) 운암뜰주유소,경기도,오산시,경기도 오산시 경기대로317 (오산동) ,Y
SK에너지(주) 으뜸주유소,광주광역시,북구,광주광역시 북구 군왕로177 (두암동) ,Y
SK에너지(주) 자은셀프주유소,경상남도,창원시,경상남도 창원시 진해구 진해대로965 (자은동) ,Y
SK에너지(주) 파워디젤주유소,경기도,시흥시,경기도 시흥시 옥구공원로75 (정왕동) ,Y
SK에너지(주) 황금주유소,충청북도,청주시,충청북도 청주시 청원구 공항로222 (주중동) ,Y
SK에너지(주) 훼미리주유소,충청남도,천안시,충청남도 천안시 서북구 망향로244 (성거읍) ,Y
SK에너지(주)SK강릉주유소,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로432 (포남동) ,Y
SK에너지(주)경인주유소,서울특별시,양천구,서울특별시 양천구 국회대로170 (신정동) ,Y
SK에너지(주)국영셀프주유소,부산광역시,사하구,부산광역시 사하구 장림번영로7 (장림동) ,Y
SK에너지(주)군자동주유소,서울특별시,성동구,서울특별시 성동구 천호대로446 (용답동) ,Y
SK에너지(주)나운주유소,전북특별자치도,군산시,전북특별자치도 군산시 공단대로360 (나운동) ,Y
SK에너지(주)대광제일주유소,전북특별자치도,전주시,전북특별자치도 전주시 완산구 서신로56 (서신동) ,Y
SK에너지(주)도시공간주유소,경기도,시흥시,경기도 시흥시 정왕신길로49번길53 (정왕동) ,Y
SK에너지(주)두바이주유소,경기도,구리시,경기도 구리시 벌말로61 (토평동) ,Y
SK에너지(주)마리나주유소,부산광역시,해운대구,부산광역시 해운대구 해운대로345 (우동) ,Y
SK에너지(주)봉수대로주유소,인천광역시,서구,인천광역시 서구 봉수대로336 (석남동) ,Y
SK에너지(주)북오산self주유소,경기도,오산시,경기도 오산시 문시로120 (외삼미동) ,Y
SK에너지(주)불당행복주유소,충청남도,천안시,충청남도 천안시 서북구 불당19로92 (불당동) ,Y
SK에너지(주)소담셀프주유소,세종특별자치시,세종시,세종특별자치시 소담로40 (소담동) ,Y
SK에너지(주)시화공단주유소,경기도,안산시,경기도 안산시 단원구 번영로109 (성곡동) ,Y
SK에너지(주)신봉천주유소,서울특별시,관악구,서울특별시 관악구 남부순환로1880 (봉천동) ,Y
SK에너지(주)신평주유소,서울특별시,양천구,서울특별시 양천구 목동남로62 (신정동) ,Y
SK에너지(주)심곡주유소,경기도,부천시,경기도 부천시 신흥로51 (심곡동) ,Y
SK에너지(주)양지주유소,서울특별시,마포구,서울특별시 마포구 마포대로69 (도화동) ,Y
SK에너지(주)양평주유소,서울특별시,영등포구,서울특별시 영등포구 선유로195 (양평동3가) ,Y
SK에너지(주)연지오토self주유소,부산광역시,부산진구,부산광역시 부산진구 동평로239 (연지동) ,Y
SK에너지(주)예성주유소,대전광역시,유성구,대전광역시 유성구 도안동로488 (봉명동) ,Y
SK에너지(주)월드컵주유소,강원특별자치도,강릉시,강원특별자치도 강릉시 경강로2224 (포남동) ,Y
SK에너지(주)주문진주유소,강원특별자치도,강릉시,강원특별자치도 강릉시 신리천로95 (주문진읍) ,Y
SK에너지(주)직영 기쁨셀프주유소,경기도,용인시,경기도 용인시 기흥구 용구대로2469번길130 (보정동) ,Y
SK에너지(주)직영 상계주유소,서울특별시,노원구,서울특별시 노원구 노해로527 (상계동) ,Y
SK에너지(주)척산self주유소,강원특별자치도,속초시,강원특별자치도 속초시 온천로161 (노학동) ,Y
SK에너지(주)평택삼성주유소,경기도,평택시,경기도 평택시 청원로158 (청북읍) ,Y
SK에너지(주)행복날개주유소,인천광역시,계양구,인천광역시 계양구 계양대로93 (작전동) ,Y
SK에너지(주)혁신주유소,강원특별자치도,원주시,강원특별자치도 원주시 행구로121 (봉산동) ,Y
SK에너지㈜ 유공 셀프 주유소,대전광역시,유성구,대전광역시 유성구 유성대로614 (구암동) ,Y
SK에너지㈜삼산주유소,인천광역시,부평구,인천광역시 부평구 장제로347 (삼산동) ,Y
SK엔크린삼미상사(주)직영 대원셀프주유소,대전광역시,대덕구,대전광역시 대덕구 동서대로1772 (비래동) ,Y
SK예일주유소,강원특별자치도,춘천시,강원특별자치도 춘천시 김유정로295-4 (남산면) ,Y
SK융건릉주유소,경기도,화성시,경기도 화성시 효행로458 (안녕동) ,Y
SK정교주유소,경기도,포천시,경기도 포천시 정금로119 (가산면) ,Y
SK청정주유소,대전광역시,중구,대전광역시 중구 계룡로756 (오류동) ,Y
SK큰나무셀프주유소,인천광역시,미추홀구,인천광역시 미추홀구 매소홀로536 (문학동) ,Y
YM21유통(주)사천(상)주유소,경상남도,사천시,경상남도 사천시 묵실길31-11 (곤양면) ,Y
YM21유통(주)사천(하)주유소,경상남도,사천시,경상남도 사천시 서삼로619 (곤양면) 사천휴게소,Y
YM21유통(주)섬진강(상)주유소,전라남도,광양시,전라남도 광양시 신답길24-14 (진월면) ,Y
YM21유통(주)섬진강(하)주유소,전라남도,광양시,전라남도 광양시 섬진강매화로141 (진월면) ,Y
sk에너지(주) 보보프라자주유소,인천광역시,부평구,인천광역시 부평구 무네미로471 (구산동) ,Y
sk포남주유소,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로489 (포남동) ,Y
㈜HC에너지 연경1주유소,대구광역시,북구,대구광역시 북구 동화천로207 (연경동) ,Y
㈜대원 동신주유소,전라남도,나주시,전라남도 나주시 건재로89 (대호동) ,Y
㈜미니에너지 직영주유소,대구광역시,동구,대구광역시 동구 화랑로484 (용계동) ,Y
㈜서홍주유소,제주특별자치도,서귀포시,제주특별자치도 서귀포시 중산간동로8102 (서홍동) ,Y
㈜소모 보정셀프주유소,경기도,용인시,경기도 용인시 기흥구 용구대로2570 (보정동) ,Y
㈜소모 수락산셀프주유소,서울특별시,노원구,서울특별시 노원구 동일로1772 (상계동) ,Y
㈜소모 수지제일주유소,경기도,용인시,경기도 용인시 수지구 수지로350 (풍덕천동) ,Y
㈜소모 칠곡주유소,경기도,안성시,경기도 안성시 남북대로1201-4 (원곡면) ,Y
㈜소모 파주주유소,경기도,파주시,경기도 파주시 엘지로615 (탄현면) ,Y
㈜제이엠 제7주유소지점,경상북도,칠곡군,경상북도 칠곡군 강변대로852 (왜관읍) ,Y
㈜크로스로지텍 남청주주유소,충청북도,청주시,충청북도 청주시 서원구 청남로991 (남이면) ,Y
㈜한길,경상남도,거제시,경상남도 거제시 거제대로3714 (옥포동) ,Y
가나주유소,경기도,남양주시,경기도 남양주시 경강로318 (삼패동) ,Y
가나주유소,강원특별자치도,원주시,강원특별자치도 원주시 용수골길230 (판부면) ,Y
가남주유소,경기도,여주시,경기도 여주시 여주남로627 (가남읍) ,Y
가득주유소,전라남도,목포시,전라남도 목포시 백년대로233 (상동) ,Y
가래골주유소,경상북도,봉화군,경상북도 봉화군 내성로22 (봉화읍) ,Y
가산농업협동조합 내촌주유소,경기도,포천시,경기도 포천시 금강로2229 (내촌면) ,Y
가산농협주유소,경기도,포천시,경기도 포천시 가산로353 (가산면) ,Y
가산농협주유소,경상북도,칠곡군,경상북도 칠곡군 경북대로1365 (가산면) ,Y
가선주유소,충청북도,영동군,충청북도 영동군 금강로811 (양산면) ,Y
가장공단주유소,경기도,화성시,경기도 화성시 가장로405 (정남면) ,Y
가창농협주유소,대구광역시,달성군,대구광역시 달성군 가창로1124 (가창면) ,Y
가평군농협하나로주유소,경기도,가평군,경기도 가평군 경춘로1785 (가평읍) ,Y
갈마풀페이주유소,경기도,광주시,경기도 광주시 경충대로2237 (삼동) ,Y
갈산농협주유소,충청남도,홍성군,충청남도 홍성군 갈산로222 (갈산면) ,Y
감곡농업협동조합주유소,충청북도,음성군,충청북도 음성군 음성로2608 (감곡면) ,Y
감곡직영주유소,충청북도,음성군,충청북도 음성군 음성로2479 (감곡면) ,Y
감골주유소 주식회사,충청남도,당진시,충청남도 당진시 서해로6160 (시곡동) ,Y
감악산주유소,경기도,양주시,경기도 양주시 감악산로144 (남면) ,Y
감천주유소,경상북도,예천군, 경상북도 예천군 충효로1422 (감천면),Y
갑산주유소,전라남도,순천시,전라남도 순천시 녹색로1656 (덕월동) ,Y
갑산주유소,경상남도,합천군,경상남도 합천군 동부로552 (율곡면) ,Y
강가주유소,경기도,양평군,경기도 양평군 경강로1638 (양평읍) ,Y
강경농협주유소,충청남도,논산시,충청남도 논산시 계백로57 (강경읍) ,Y
강구농협 남정지점 주유소,경상북도,영덕군,경상북도 영덕군 산정로8 (남정면) ,Y
강구농협 달산지점,경상북도,영덕군,경상북도 영덕군 팔각산로1828-15 (달산면) ,Y
