상호,시도,시군구,소재지,전산보고여부
강구농협주유소,경상북도,영덕군,경상북도 영덕군 강구시장길40-6 (강구면) ,Y
강나루주유소,경상북도,칠곡군,경상북도 칠곡군 강변대로853 (왜관읍) ,Y
강남셀프주유소,충청남도,공주시,충청남도 공주시 우금티로745 (옥룡동) ,Y
강남주유소,전북특별자치도,전주시,전북특별자치도 전주시 덕진구 동부대로1556 (고랑동) ,Y
강남주유소,경상북도,안동시,경상북도 안동시 경북대로145 (수상동) ,Y
강내농협주유소,충청북도,청주시,충청북도 청주시 흥덕구 가로수로570 (강내면) ,Y
강동에너지,강원특별자치도,원주시,강원특별자치도 원주시 평원로111 (학성동) ,Y
강릉농협 성산주유소,강원특별자치도,강릉시,강원특별자치도 강릉시 구산길16 (성산면) ,Y
강릉농협주유소,강원특별자치도,강릉시,강원특별자치도 강릉시 유산로19 (유산동) ,Y
강릉원예농협주유소,강원특별자치도,강릉시,강원특별자치도 강릉시 경강로1932 (홍제동) ,Y
강릉햇살주유소,강원특별자치도,강릉시,강원특별자치도 강릉시 입암로12 (입암동) ,Y
강변self주유소,경상북도,포항시,경상북도 포항시 남구 희망대로971 (해도동) ,Y
강변공원주유소,경상북도,김천시,경상북도 김천시 영남대로1530 (부곡동) ,Y
강변주유소,경상남도,하동군,경상남도 하동군 섬진강대로2627 (하동읍) ,Y
강변주유소,충청북도,단양군,충청북도 단양군 단양로516 (단양읍) ,Y
강산주유소,충청북도,청주시,충청북도 청주시 상당구 단재로1377 (가덕면) ,Y
강서주유소,전북특별자치도,군산시,전북특별자치도 군산시 회현로155 (회현면) ,Y
강성주유소,경상남도,산청군,경상남도 산청군 지리산대로3184 (단성면) ,Y
강원그린에너지주식회사,강원특별자치도,삼척시,강원특별자치도 삼척시 강원남부로2620 (신기면) ,Y
강원주유소,강원특별자치도,강릉시,강원특별자치도 강릉시 동해대로3433 (대전동) ,Y
강원흥업(주) 시민주유소,강원특별자치도,동해시,강원특별자치도 동해시 동해대로5133 (효가동) ,Y
강정천주유소,제주특별자치도,서귀포시,제주특별자치도 서귀포시 이어도로634 (강정동) ,Y
강진남부농협 대구주유소,전라남도,강진군, 전라남도 강진군 대구면 청자로 1856,Y
강진남부농협주유소,전라남도,강진군,전라남도 강진군 청자로753 (칠량면) ,Y
강진농협 군동지점주유소,전라남도,강진군,전라남도 강진군 진흥로328 (군동면) ,Y
강진농협 성전지점주유소,전라남도,강진군,전라남도 강진군 송계로850-7 (성전면) ,Y
강진농협주유소,전라남도,강진군,전라남도 강진군 보은로155 (강진읍) ,Y
강진한들농협 작천주유소,전라남도,강진군,전라남도 강진군 금강로606 (작천면) ,Y
강청주유소,충청남도,아산시,충청남도 아산시 현대로340 (염치읍) ,Y
강토탈 고성 주유소,강원특별자치도,고성군,강원특별자치도 고성군 동해대로4567 (토성면) ,Y
강토탈 구도일주유소 뉴설악,강원특별자치도,속초시,강원특별자치도 속초시 설악산로35 (도문동) ,Y
강현농업협동조합(강현농협주유소),강원특별자치도,양양군,강원특별자치도 양양군 동해대로3415 (강현면) ,Y
강화남부농협주유소,인천광역시,강화군,인천광역시 강화군 길상로302 (길상면) ,Y
강화농협주유소,인천광역시,강화군,인천광역시 강화군 중앙로70 (강화읍) ,Y
개군농협주유소,경기도,양평군,경기도 양평군 여양로2215 (개군면) ,Y
개나리주유소,경기도,고양시,경기도 고양시 덕양구 보광로126 (벽제동) ,Y
개봉주유소,경상남도,함양군,경상남도 함양군 함양로1808 (지곡면) ,Y
개운주유소,강원특별자치도,원주시,강원특별자치도 원주시 행구로50 (개운동) ,Y
개화주유소,서울특별시,강서구,서울특별시 강서구 양천로57 (방화동) ,Y
거금도농협주유소,전라남도,고흥군,전라남도 고흥군 거금중앙길117 (금산면) ,Y
거금주유소,전라남도,고흥군,전라남도 고흥군 거금일주로166 (금산면) ,Y
거북선에너지,충청남도,아산시,충청남도 아산시 이순신대로210-2 (염치읍) ,Y
거북선주유소,경기도,양주시,경기도 양주시 부흥로889 (광적면) ,Y
거북이 주유소,충청북도,청주시,충청북도 청주시 청원구 팔결신대로517 (북이면) ,Y
거진농업협동조합주유소,강원특별자치도,고성군,강원특별자치도 고성군 거탄진로44 (거진읍) ,Y
거창농업협동조합주유소,경상남도,거창군,경상남도 거창군 거함대로3179 (거창읍) ,Y
거창사과원예농협주유소,경상남도,거창군,경상남도 거창군 수남로2245 (거창읍) ,Y
건천(부산)주유소,경상북도,경주시,경상북도 경주시 경부고속도로77 (건천읍) ,Y
건화주유소,경기도,포천시,경기도 포천시 호국로1029 (선단동) ,Y
검단농협주유소,인천광역시,서구,인천광역시 서구 서곶로793 (당하동) ,Y
격포주유소,전북특별자치도,부안군,전북특별자치도 부안군 격포로23 (변산면) ,Y
결성농협주유소,충청남도,홍성군,충청남도 홍성군 홍남서로764 (결성면) ,Y
경기광주주유소(서울방향),경기도,광주시,경기도 광주시 만삼로211 (곤지암읍) ,Y
경기광주주유소(원주방향),경기도,광주시,경기도 광주시 만삼로270 (곤지암읍) ,Y
경기제일주유소,경기도,용인시,경기도 용인시 처인구 경기동로634 (이동읍) ,Y
경기주유소,경기도,양주시,경기도 양주시 개나리길83 (남면) ,Y
경기주유소,경기도,김포시,경기도 김포시 하성로264 (하성면) ,Y
경기주유소,인천광역시,강화군,인천광역시 강화군 중앙로233 (선원면) ,Y
경남주유소,경상남도,함안군,경상남도 함안군 경남대로1612 (칠원읍) ,Y
경덕주유소,부산광역시,북구,부산광역시 북구 시랑로58 (구포동) ,Y
경동석유산업(주) 고속철주유소,경기도,광명시,경기도 광명시 광명로207 (가학동) ,Y
경동석유산업(주)부평SELF주유소,인천광역시,부평구," 인천광역시 부평구 백범로567 (십정동 557-6,557-56)",Y
경동석유산업(주)직영 강서오곡셀프주유소,서울특별시,강서구,서울특별시 강서구 벌말로254 (오곡동) ,Y
경마장주유소,경기도,과천시,경기도 과천시 중앙로417 (과천동) ,Y
경민주유소,경상남도,밀양시,경상남도 밀양시 밀양대로1900 (내이동) ,Y
경산농협주유소,경상북도,경산시,경상북도 경산시 대학로204 (계양동) ,Y
경서대로주유소,경상남도,사천시,경상남도 사천시 경서대로3643 (곤명면) ,Y
경원주유소,경기도,광주시,경기도 광주시 마도로66 (도척면) ,Y
경원주유소,경기도,광명시,경기도 광명시 광명로136 (가학동) ,Y
경주농협주유소,경상북도,경주시,경상북도 경주시 태종로707 (노서동) ,Y
경춘제1주유소,강원특별자치도,춘천시,강원특별자치도 춘천시 경춘로629 (서면) ,Y
계곡농협주유소,전라남도,해남군,전라남도 해남군 해남로1452 (계곡면) ,Y
계룡농협주유소,충청남도,공주시,충청남도 공주시 영규대사로365 (계룡면) ,Y
계룡주유소,대전광역시,유성구,대전광역시 유성구 현충원로177 (갑동) ,Y
계화농협주유소,전북특별자치도,부안군,전북특별자치도 부안군 간재로381 (계화면) ,Y
고경농협주유소,경상북도,영천시,경상북도 영천시 호국로1087 (고경면) ,Y
고고(GOGO)주유소,경기도,포천시,경기도 포천시 포천로1983 (신북면) ,Y
고담주유소,경기도,이천시,경기도 이천시 진상미로2168 (고담동) ,Y
고대그린주유소,충청남도,당진시,충청남도 당진시 대호만로331 (고대면) ,Y
고대농협주유소,충청남도,당진시,충청남도 당진시 고대로24 (고대면) ,Y
고덕IC주유소,경기도,평택시,경기도 평택시 서동대로2633 (고덕면) ,Y
고덕농협주유소,충청남도,예산군,충청남도 예산군 예덕로945 (고덕면) ,Y
고덕주유소,전북특별자치도,전주시,전북특별자치도 전주시 완산구 동부대로46 (색장동) ,Y
고래주유소,전북특별자치도,익산시,전북특별자치도 익산시 주현로54 (주현동) ,Y
고려산주유소,인천광역시,강화군,인천광역시 강화군 강화대로687 (송해면) ,Y
고려주유소,경기도,이천시,경기도 이천시 덕평로1008 (마장면) ,Y
고려주유소 대신점,부산광역시,서구,부산광역시 서구 대영로88 (동대신동1가) ,Y
고령농협클린주유소,경상북도,고령군,경상북도 고령군 대가야로1387 (대가야읍) ,Y
고마셀프주유소,충청남도,공주시,충청남도 공주시 우금티로327 (주미동) ,Y
고북농협주유소,충청남도,서산시,충청남도 서산시 고북1로295 (고북면) ,Y
고산농협주유소,전북특별자치도,완주군,전북특별자치도 완주군 고산천로582 (고산면) ,Y
고산셀프주유소,경기도,의정부시,경기도 의정부시 문충로332 (민락동) ,Y
고산주유소,전북특별자치도,고창군,전북특별자치도 고창군 고인돌대로2430 (신림면) ,Y
고삼(세종)주유소,경기도,안성시, 경기도 안성시 고삼면 이전봉산길 224-56,Y
고삼(포천)주유소,경기도,안성시, 경기도 안성시 고삼면 이전봉산길 224-56,Y
고서농협주유소,전라남도,담양군,전라남도 담양군 가사문학로307 (고서면) ,Y
고성농협주유소,경상남도,고성군,경상남도 고성군 송학로110 (고성읍) ,Y
고성동부농업협동조합 주유소,경상남도,고성군,경상남도 고성군 봉암3길3 (동해면) ,Y
고속주유소,경상남도,산청군,경상남도 산청군 친환경로2584 (금서면) ,Y
고속주유소,경기도,안산시,경기도 안산시 상록구 가루개로143 (양상동) ,Y
고아주유소,경상북도,구미시,경상북도 구미시 선산대로619 (고아읍) ,Y
고양셀프주유소,경기도,고양시,경기도 고양시 덕양구 충장로210 (화정동) ,Y
고잔주유소,경기도,안산시,경기도 안산시 단원구 적금로114 (고잔동) ,Y
고지리주유소,경기도,화성시,경기도 화성시 가장로300 (정남면) ,Y
고창농협주유소,전북특별자치도,고창군,전북특별자치도 고창군 고인돌대로1772 (고창읍) ,Y
고토일주유소,강원특별자치도,정선군,강원특별자치도 정선군 지장천로859 (고한읍) ,Y
고하대로주유소,전라남도,목포시,전라남도 목포시 고하대로814 (연산동) ,Y
고향주유소,전라남도,광양시,전라남도 광양시 백운로1027 (성황동) ,Y
고향주유소,대전광역시,동구,대전광역시 동구 산내로562 (상소동) ,Y
고흥농협주유소,전라남도,고흥군,전라남도 고흥군 우주로112 (고흥읍) ,Y
곡성농협 삼기주유소,전라남도,곡성군,전라남도 곡성군 곡순로1186 (삼기면) ,Y
곡성농협오곡주유소,전라남도,곡성군,전라남도 곡성군 기차마을로156 (오곡면) ,Y
곡성농협주유소,전라남도,곡성군,전라남도 곡성군 곡성로753 (곡성읍) ,Y
곤명농협곤양지점주유소,경상남도,사천시,경상남도 사천시 남산로75 (곤양면) ,Y
곤명농협주유소,경상남도,사천시,경상남도 사천시 경서대로3401 (곤명면) ,Y
곤지암스타주유소,경기도,광주시,경기도 광주시 경충대로698 (곤지암읍) ,Y
골든루트주유소,경상남도,김해시,경상남도 김해시 골든루트로191 (주촌면) ,Y
골든타임주유소,광주광역시,서구,광주광역시 서구 상무대로1206번길3 (농성동) ,Y
공근농협주유소,강원특별자치도,횡성군,강원특별자치도 횡성군 영서로85 (공근면) ,Y
공근농협주유소(상창봉점),강원특별자치도,횡성군,강원특별자치도 횡성군 영서로1072 (공근면) ,Y
공단주유소,대전광역시,대덕구,대전광역시 대덕구 대전로1285 (대화동) ,Y
공단중앙주유소,경상북도,칠곡군,경상북도 칠곡군 공단로206 (왜관읍) ,Y
공덕농협주유소,전북특별자치도,김제시,전북특별자치도 김제시 공덕7길4 (공덕면) ,Y
공산농협주유소,전라남도,나주시,전라남도 나주시 공산로142 (공산면) ,Y
공성농협주유소,경상북도,상주시,경상북도 상주시 남상주로275 (공성면) ,Y
공원주유소,전라남도,장성군,전라남도 장성군 방장로995 (북이면) ,Y
공주(당진방향)휴게소 주유소,충청남도,공주시,충청남도 공주시 당진영덕고속도로69 (의당면) ,Y
공주(대전방향)휴게소 주유소,충청남도,공주시,충청남도 공주시 당진영덕고속도로72-1 (송선동) ,Y
공항대로주유소,부산광역시,강서구,부산광역시 강서구 공항로1217 (대저1동) ,Y
관광주유소,경상북도,문경시,경상북도 문경시 공평로98 (공평동) ,Y
관산농협주유소,전라남도,장흥군,전라남도 장흥군 관산우회로106-36 (관산읍) ,Y
관인농협클린주유소,경기도,포천시,경기도 포천시 창동로1844-1 (관인면) ,Y
관작주유소,충청남도,예산군,충청남도 예산군 충서로1122 (예산읍) ,Y
관해셀프주유소,충청북도,제천시,충청북도 제천시 북부로2263 (명지동) ,Y
